PCR_05,sugar_levels,spread_score
-1.5644898123940192,2.1036825022852743,0.6039946657625979
-1.1182604146568533,0.166120303851071,-0.7820436852809651
-1.1049175034067993,1.1349014030681726,0.18939811476594864
1.794329868354104,-0.28977668401580037,0.2751039513464915
1.2627797848638702,-2.740222993800234,2.3047103908820934
1.3042578405261898,0.39406879778450665,0.9095237998953312
1.9790046112652178,0.2231074273344299,1.9293319276293053
-0.5734732787967045,-2.2273388824500038,0.23354895751857568
-0.07936327270878571,0.0,-0.31715581520961145
0.653231942214816,3.072463601502376,0.8383167138390654
-1.055450805964809,-0.3467638074991593,0.1894226000256932
-0.11195241750037979,-0.061828190082364703,-2.4582937390633126
1.5647516736597407,0.5650301682345834,0.17250213675153414
0.0,-1.1445835362661843,0.22111901490181068
-0.9859554551421724,-0.8026607953660306,-0.1920233939125138
0.24166030298112637,0.792978662168019,-0.20430958114461684
1.2770687722382634,-0.6316994249159539,0.05174108071658492
0.0,0.792978662168019,-1.0735971285691597
1.2021212607631682,-0.4607380544658771,0.07623166552978447
1.4649218126149313,-1.1445835362661843,0.27082393139885097
-0.9816456265738136,-1.4865062771663378,0.2394481522049963
1.116592281185092,-0.23278956053244146,-0.5535670967406873
-0.9835890115382361,0.7359915386846602,-1.3006992855227248
0.9981136464448861,0.849965785651378,0.1399025363869384
-0.6301713890510455,0.0,-0.5004368838759699
1.3837751592902283,1.1918885265515315,0.20351161910407237
-0.3154467580406678,0.849965785651378,-0.8054972530291388
0.0,-2.2843260059333628,0.607913472702372
0.3965404995349961,-0.061828190082364703,-2.3396526362455052
0.5396742777011244,-0.9736221658161074,-0.2482226852876583
-1.4394924963556266,-0.4607380544658771,0.5086112054676641
1.4284804115854242,-0.8596479188493896,0.11268194385727495
0.05993118880832321,-0.28977668401580037,-0.3277632567973108
-1.740679262519399,-1.0306092892994663,0.6095239872088859
-0.3174140169291687,0.849965785651378,-0.5830842803823376
-1.0061908591661413,-0.8026607953660306,0.04422375580453419
0.4980487255219061,0.05214605688435314,-0.319677545526834
-0.025354994512162617,1.0779142795848138,-0.20847217142888697
-0.5398402000880991,0.9069529091347369,-0.10461177786508834
-0.8663348384831522,-2.2843260059333628,2.451294493315966
-0.4202203990184683,-1.7714418945831323,0.11966634489712816
-0.5144935664125099,-0.11881531356572363,-0.22194143205597927
0.11396802435392121,0.849965785651378,-0.21255356920389357
-0.21168651126791577,0.05214605688435314,-0.3227555779245245
-1.614742527611318,0.9639400326180959,0.5215551614876676
-1.0088175893412887,-0.574712301432595,1.0958077405842739
-0.5349355573296657,0.7359915386846602,-0.18900057498852202
1.0512171676357627,0.6220172917179423,-1.0718038899669364
-1.7527915864932442,1.0779142795848138,0.4250161302853913
-1.3075187321768353,0.28009455081778883,-0.22485175609190775
-1.425090724226624,0.5080430447512245,1.3353988565216117
0.5165315391503758,0.39406879778450665,-0.24698729727297034
-1.4443893868383182,-1.0306092892994663,0.3949060854634599
1.1417865111439556,-0.5177251779492361,0.012062333890667857
0.05380891590513958,0.3370816743011477,-0.10631405539495015
-0.29163365410841285,1.533811267451685,-0.024833505241227582
-1.1701766481390858,-0.7456736718826718,0.16343832597010807
-1.5052778605552983,-0.8596479188493896,0.29891164273955395
-0.6919462878285516,-1.0875964127828253,-1.1907619908817215
1.5037363843530451,0.5080430447512245,0.5775837647462586
1.1843097377887306,-0.8026607953660306,-0.782040064105429
1.3195373322259099,-0.9736221658161074,-0.5348437173642006
0.24889120313011615,0.10913318036771207,-2.450417510966969
-1.2063870415151658,-1.3725320301996198,0.3491576340138278
-0.4630150054935897,0.849965785651378,-0.13874855174181142
1.2919360518058907,-0.9166350423327485,0.0809417343438466
-0.14165183898471576,-1.8284290180664913,-0.028750803315931297
-0.4192767625831672,0.9069529091347369,-1.8224544936577671
-1.0385161691158038,-0.9166350423327485,0.2214612439145028
-1.0179965348256055,0.166120303851071,-0.27977250694441064
1.214569784977159,0.166120303851071,0.303053620884402
0.5849883870130852,-0.23278956053244146,-0.28028647525362543
0.66680189031316,0.05214605688435314,-0.22531546329811655
0.5268874345480736,-1.258557783232902,-1.8118746406963933
0.772355117708187,-0.40375093098251824,-0.23309691988763648
1.4462979917545333,-0.574712301432595,0.20267354739199628
0.027247532019071142,-2.170351758966645,-0.9224192114277606
